date,campaign_id,campaign_name,objective,channel,region,product_line,creative_type,daily_budget,spend,impressions,clicks,conversions,revenue,ctr,cvr,cpa,roas,cpc
2024-09-01,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,4013.83,3590.22,185651,12622,358,26548.29,0.067988,0.028363,10.03,7.3946,0.2844
2024-09-02,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,3716.51,2806.27,175098,6820,225,22840.71,0.03895,0.032991,12.47,8.1392,0.4115
2024-09-03,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,3716.51,3333.7,201152,10702,235,21420.54,0.053204,0.021959,14.19,6.4255,0.3115
2024-09-04,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,3716.51,2872.52,168373,8100,186,14998.29,0.048107,0.022963,15.44,5.2213,0.3546
2024-09-05,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,3716.51,2620.34,283146,14664,315,23521.25,0.05179,0.021481,8.32,8.9764,0.1787
2024-09-06,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,3716.51,3529.3,319247,9967,403,37368.9,0.03122,0.040433,8.76,10.5882,0.3541
2024-09-07,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,4013.83,4459.89,319529,16203,377,36392.26,0.050709,0.023267,11.83,8.1599,0.2753
2024-09-08,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,4013.83,3764.98,232221,12056,458,42541.66,0.051916,0.037989,8.22,11.2993,0.3123
2024-09-09,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,3716.51,3879.5,227690,8501,442,37569.19,0.037336,0.051994,8.78,9.684,0.4564
2024-09-10,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,3716.51,2980.27,205632,12610,363,40009.27,0.061323,0.028787,8.21,13.4247,0.2363
2024-09-11,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,3716.51,3598.52,330138,13363,367,36671.27,0.040477,0.027464,9.81,10.1907,0.2693
2024-09-12,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,3716.51,3451.21,195169,12324,263,29387.82,0.063145,0.02134,13.12,8.5152,0.28
2024-09-13,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,3716.51,3647.92,321110,13174,376,34278.96,0.041026,0.028541,9.7,9.3969,0.2769
2024-09-14,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,4013.83,3706.15,221459,8778,177,13352.53,0.039637,0.020164,20.94,3.6028,0.4222
2024-09-15,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,4013.83,3903.52,236533,11585,402,39389.51,0.048978,0.0347,9.71,10.0908,0.3369
2024-09-16,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,3716.51,2787.36,318675,9491,219,24733.23,0.029783,0.023074,12.73,8.8734,0.2937
2024-09-17,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,3716.51,3707.92,256885,14368,593,54218.47,0.055932,0.041272,6.25,14.6223,0.2581
2024-09-18,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,3716.51,2953.35,169425,8766,286,28696.86,0.05174,0.032626,10.33,9.7167,0.3369
2024-09-19,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,3716.51,2949.66,282400,15722,599,62629.35,0.055673,0.038099,4.92,21.2327,0.1876
2024-09-20,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,3716.51,3935.44,294677,8915,147,14180.24,0.030253,0.016489,26.77,3.6032,0.4414
2024-09-21,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,4013.83,3449.64,222638,9369,300,32040.3,0.042082,0.03202,11.5,9.288,0.3682
2024-09-22,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,4013.83,4132.97,273246,15992,347,29787.3,0.058526,0.021698,11.91,7.2072,0.2584
2024-09-23,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,3716.51,3035.47,333911,19455,814,66719.85,0.058264,0.04184,3.73,21.9801,0.156
2024-09-24,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,3716.51,3986.33,246132,9995,407,44156.23,0.040608,0.04072,9.79,11.0769,0.3988
2024-09-25,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,3716.51,3747.38,272062,11825,354,29242.63,0.043464,0.029937,10.59,7.8035,0.3169
2024-09-26,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,3716.51,2888.3,200065,9086,463,50953.6,0.045415,0.050958,6.24,17.6414,0.3179
2024-09-27,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,3716.51,3102.0,334254,6465,239,19037.97,0.019342,0.036968,12.98,6.1373,0.4798
2024-09-28,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,4013.83,3587.35,190808,8536,205,20168.97,0.044736,0.024016,17.5,5.6222,0.4203
2024-09-29,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,4013.83,3995.88,350512,9481,247,22386.53,0.027049,0.026052,16.18,5.6024,0.4215
2024-09-30,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,3716.51,3367.43,360322,16512,40,2989.95,0.045826,0.002422,84.19,0.8879,0.2039
2024-10-01,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,4459.81,3595.88,200307,8363,300,31000.59,0.041751,0.035872,11.99,8.6211,0.43
2024-10-02,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,4459.81,3669.28,276986,18645,370,36612.34,0.067314,0.019844,9.92,9.9781,0.1968
2024-10-03,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,4459.81,3734.5,267566,13044,359,36687.5,0.048751,0.027522,10.4,9.8239,0.2863
2024-10-04,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,4459.81,3941.32,249236,11724,408,39023.92,0.04704,0.0348,9.66,9.9012,0.3362
2024-10-05,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,4816.6,3918.03,174750,7609,262,21403.29,0.043542,0.034433,14.95,5.4628,0.5149
2024-10-06,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,4816.6,4786.89,239654,12142,535,51377.11,0.050665,0.044062,8.95,10.7329,0.3942
2024-10-07,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,4459.81,4451.48,231815,5929,156,16001.96,0.025576,0.026311,28.54,3.5948,0.7508
2024-10-08,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,4459.81,4224.48,232321,11883,423,36553.71,0.051149,0.035597,9.99,8.6528,0.3555
2024-10-09,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,4459.81,4155.39,295866,16368,662,64332.95,0.055322,0.040445,6.28,15.4818,0.2539
2024-10-10,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,4459.81,3699.01,286548,6369,199,20692.06,0.022227,0.031245,18.59,5.5939,0.5808
2024-10-11,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,4459.81,3497.06,178529,5223,179,16396.62,0.029256,0.034271,19.54,4.6887,0.6696
2024-10-12,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,4816.6,4652.88,374966,17004,556,42258.89,0.045348,0.032698,8.37,9.0823,0.2736
2024-10-13,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,4816.6,3660.06,283948,9019,206,22819.93,0.031763,0.022841,17.77,6.2349,0.4058
2024-10-14,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,4459.81,3951.07,296299,11735,336,30544.87,0.039605,0.028632,11.76,7.7308,0.3367
2024-10-15,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,4459.81,3296.69,209726,10744,327,24400.31,0.051229,0.030436,10.08,7.4015,0.3068
2024-10-16,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,4459.81,3662.56,278504,15238,564,44977.01,0.054714,0.037013,6.49,12.2802,0.2404
2024-10-17,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,4459.81,3825.04,294296,15459,337,33824.27,0.052529,0.0218,11.35,8.8429,0.2474
2024-10-18,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,4459.81,3759.61,333599,16116,434,42524.99,0.048309,0.02693,8.66,11.311,0.2333
2024-10-19,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,4816.6,4741.22,234578,9170,238,20998.72,0.039091,0.025954,19.92,4.429,0.517
2024-10-20,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,4816.6,4260.38,207840,7921,280,25677.63,0.038111,0.035349,15.22,6.0271,0.5379
2024-10-21,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,4459.81,3988.58,267113,13708,413,32178.06,0.051319,0.030128,9.66,8.0675,0.291
2024-10-22,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,4459.81,4254.89,437029,16296,219,24884.61,0.037288,0.013439,19.43,5.8485,0.2611
2024-10-23,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,4459.81,4084.19,262567,11606,392,44950.09,0.044202,0.033776,10.42,11.0059,0.3519
2024-10-24,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,4459.81,4127.74,247418,7929,265,28405.72,0.032047,0.033422,15.58,6.8817,0.5206
2024-10-25,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,4459.81,4365.66,237526,8664,242,23955.68,0.036476,0.027932,18.04,5.4873,0.5039
2024-10-26,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,4816.6,5120.61,249659,13038,350,30318.08,0.052223,0.026845,14.63,5.9208,0.3927
2024-10-27,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,4816.6,3782.65,266669,18230,603,54777.33,0.068362,0.033077,6.27,14.4812,0.2075
2024-10-28,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,4459.81,3552.26,204507,10872,341,26361.61,0.053162,0.031365,10.42,7.4211,0.3267
2024-10-29,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,4459.81,4388.57,239433,10867,227,23460.46,0.045386,0.020889,19.33,5.3458,0.4038
2024-10-30,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,4459.81,4482.2,323743,14933,560,56080.72,0.046126,0.037501,8.0,12.5119,0.3002
2024-10-31,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,4459.81,3985.31,211107,10372,359,28214.96,0.049131,0.034612,11.1,7.0797,0.3842
2024-11-01,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,5203.11,5259.08,303383,11251,337,26298.82,0.037085,0.029953,15.61,5.0007,0.4674
2024-11-02,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,5619.36,4869.25,353644,14857,485,40237.99,0.042011,0.032645,10.04,8.2637,0.3277
2024-11-03,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,5619.36,5350.06,322693,14277,310,31102.81,0.044243,0.021713,17.26,5.8135,0.3747
2024-11-04,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,5203.11,4794.45,316423,12660,335,36906.52,0.04001,0.026461,14.31,7.6978,0.3787
2024-11-05,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,5203.11,5006.66,375474,14012,605,55062.5,0.037318,0.043177,8.28,10.9979,0.3573
2024-11-06,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,5203.11,4964.66,433126,27933,1034,109118.73,0.064492,0.037017,4.8,21.9791,0.1777
2024-11-07,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,5203.11,4519.6,237850,14497,629,48194.27,0.06095,0.043388,7.19,10.6634,0.3118
2024-11-08,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,5203.11,4627.7,338748,17605,636,61712.86,0.051971,0.036126,7.28,13.3355,0.2629
2024-11-09,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,5619.36,5161.3,240606,11333,574,65768.37,0.047102,0.050649,8.99,12.7426,0.4554
2024-11-10,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,5619.36,5448.69,263693,18941,452,48001.26,0.07183,0.023864,12.05,8.8097,0.2877
2024-11-11,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,5203.11,4706.39,197248,10006,407,45998.49,0.050728,0.040676,11.56,9.7736,0.4704
2024-11-12,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,5203.11,4884.39,289556,13223,533,51924.99,0.045666,0.040309,9.16,10.6308,0.3694
2024-11-13,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,5203.11,4719.05,209367,5889,179,15619.7,0.028128,0.030396,26.36,3.3099,0.8013
2024-11-14,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,5203.11,4177.87,302162,15142,433,38422.49,0.050112,0.028596,9.65,9.1967,0.2759
2024-11-15,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,5203.11,5901.0,387137,20732,681,64903.34,0.053552,0.032848,8.67,10.9987,0.2846
2024-11-16,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,5619.36,6412.12,392420,14207,519,57810.05,0.036204,0.036531,12.35,9.0157,0.4513
2024-11-17,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,5619.36,5142.05,237453,9983,331,31669.39,0.042042,0.033156,15.53,6.1589,0.5151
2024-11-18,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,5203.11,4780.79,274754,11043,327,34244.44,0.040192,0.029612,14.62,7.1629,0.4329
2024-11-19,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,5203.11,4163.52,362795,16991,937,79020.39,0.046834,0.055147,4.44,18.9792,0.245
2024-11-20,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,8176.32,8948.24,313150,16570,600,61845.56,0.052914,0.03621,14.91,6.9115,0.54
2024-11-21,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,8176.32,7853.04,216567,15484,496,40788.44,0.071498,0.032033,15.83,5.194,0.5072
2024-11-22,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,8176.32,7805.75,371290,15827,699,65689.76,0.042627,0.044165,11.17,8.4156,0.4932
2024-11-23,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,8830.43,7967.65,234429,8751,403,39087.21,0.037329,0.046052,19.77,4.9057,0.9105
2024-11-24,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,8830.43,7026.55,170352,6553,159,15032.18,0.038467,0.024264,44.19,2.1393,1.0723
2024-11-25,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,10406.23,8427.08,307259,9895,320,25967.5,0.032204,0.03234,26.33,3.0814,0.8517
2024-11-26,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,10406.23,9192.23,362583,22509,459,34529.47,0.06208,0.020392,20.03,3.7564,0.4084
2024-11-27,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,10406.23,9092.78,208150,6645,149,14047.17,0.031924,0.022423,61.03,1.5449,1.3684
2024-11-28,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,10406.23,10064.08,333730,9940,244,25187.5,0.029785,0.024547,41.25,2.5027,1.0125
2024-11-29,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,10406.23,9442.49,203944,8655,370,29188.77,0.042438,0.04275,25.52,3.0912,1.091
2024-11-30,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,11238.73,9196.57,192310,5626,246,27195.37,0.029255,0.043726,37.38,2.9571,1.6347
2024-12-01,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,10034.58,7262.8,230316,8714,276,23278.61,0.037835,0.031673,26.31,3.2052,0.8335
2024-12-02,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,9291.28,8653.37,426831,24156,1052,112384.7,0.056594,0.04355,8.23,12.9874,0.3582
2024-12-03,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,9291.28,9065.23,218521,6150,229,22833.81,0.028144,0.037236,39.59,2.5188,1.474
2024-12-04,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,9291.28,7334.81,290731,8089,297,33846.33,0.027823,0.036717,24.7,4.6145,0.9068
2024-12-05,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,9291.28,7844.5,268716,10027,354,29246.98,0.037314,0.035305,22.16,3.7283,0.7823
2024-12-06,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,9291.28,8267.09,203588,8031,176,14908.89,0.039447,0.021915,46.97,1.8034,1.0294
2024-12-07,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,10034.58,8401.67,247998,10681,172,19209.9,0.043069,0.016103,48.85,2.2864,0.7866
2024-12-08,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,10034.58,9063.3,300335,14968,395,40215.59,0.049838,0.02639,22.95,4.4372,0.6055
2024-12-09,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,9291.28,7414.09,331628,18590,334,25125.17,0.056057,0.017967,22.2,3.3888,0.3988
2024-12-10,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,9291.28,8291.09,243253,8017,227,19738.51,0.032957,0.028315,36.52,2.3807,1.0342
2024-12-11,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,9291.28,7434.22,193914,9516,236,18786.43,0.049073,0.0248,31.5,2.527,0.7812
2024-12-12,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,9291.28,7434.52,182386,6246,194,16607.92,0.034246,0.03106,38.32,2.2339,1.1903
2024-12-13,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,9291.28,7611.0,211767,10393,196,17900.02,0.049078,0.018859,38.83,2.3519,0.7323
2024-12-14,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,10034.58,8205.7,289876,18369,516,59083.04,0.063368,0.028091,15.9,7.2002,0.4467
2024-12-15,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,10034.58,8629.63,353824,18485,879,78415.23,0.052243,0.047552,9.82,9.0867,0.4668
2024-12-16,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,9291.28,6774.07,201235,7249,163,16114.17,0.036023,0.022486,41.56,2.3788,0.9345
2024-12-17,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,9291.28,7357.26,204282,4952,181,17313.48,0.024241,0.036551,40.65,2.3533,1.4857
2024-12-18,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,9291.28,6752.98,269048,12673,209,15540.74,0.047103,0.016492,32.31,2.3013,0.5329
2024-12-19,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,9291.28,7412.33,356045,16719,84,7762.74,0.046958,0.005024,88.24,1.0473,0.4433
2024-12-20,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,9291.28,6025.6,235555,15095,404,37341.85,0.064083,0.026764,14.91,6.1972,0.3992
2024-12-21,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,10034.58,7332.12,157654,7912,274,24015.94,0.050186,0.034631,26.76,3.2754,0.9267
2024-12-22,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,10034.58,6168.24,283803,9269,226,16644.38,0.03266,0.024382,27.29,2.6984,0.6655
2024-12-23,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,9291.28,6013.52,139152,5748,232,18146.66,0.041307,0.040362,25.92,3.0176,1.0462
2024-12-24,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,9291.28,7163.42,267252,9717,280,30182.64,0.036359,0.028815,25.58,4.2134,0.7372
2024-12-25,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,9291.28,5732.36,180779,6059,181,18494.86,0.033516,0.029873,31.67,3.2264,0.9461
2024-12-26,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,9291.28,6265.39,217199,9070,277,27270.24,0.041759,0.03054,22.62,4.3525,0.6908
2024-12-27,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,2601.56,1886.07,183108,3210,94,9229.46,0.017531,0.029283,20.06,4.8935,0.5876
2024-12-28,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,2809.68,1812.34,174620,4858,161,12422.95,0.02782,0.033141,11.26,6.8546,0.3731
2024-12-29,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,2809.68,1553.81,181814,2819,47,4314.64,0.015505,0.016673,33.06,2.7768,0.5512
2024-12-30,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,2601.56,1307.07,184204,3358,162,17026.01,0.01823,0.048243,8.07,13.0261,0.3892
2024-12-31,CMP_1028,HomeGoods_brand_awareness_Search_NOR_1028,brand_awareness,Search,Northeast,HomeGoods,Text Ad,2601.56,1422.53,160547,4110,126,9439.8,0.0256,0.030657,11.29,6.6359,0.3461
2024-03-26,CMP_1029,Beauty_consideration_Paid_Social_MID_1029,consideration,Paid Social,Midwest,Beauty,Story Ad,3624.41,1334.14,225823,2301,69,6531.2,0.010189,0.029987,19.34,4.8954,0.5798
